store_id,store_name,city,region,store_type,product_name,category,brand,unit_cost,unit_price,margin_pct,regular_customers,new_customers,loyalty_customers,cash_payments,card_payments,total_transactions,total_units_sold,avg_unit_price,avg_discount_pct,total_cost,gross_revenue,total_discount_given,net_revenue,gross_profit,regular_customers.1,new_customers.1,loyalty_customers.1,cash_payments.1,card_payments.1,total_returns,total_units_returned,total_refunded,defective_returns,wrong_item_returns,dissatisfied_returns,return_rate_pct,current_stock,reorder_level,last_restocked,days_since_restock,stock_status,suppliers,est_days_stock_remaining,first_sale_date,last_sale_date,_processed_at,_pipeline_version,_n_transforms
5,Toronto Centre,Toronto,Canada,Flagship,Nike T-Shirts Model-659,Clothing,Nike,12.85,41.74,69.21,1,0,1,2,1,7,40,1206.75,4.17,514.0,49683.51,1911.664,47771.85,47756.0,1,0,1,2,1,2,6,2344.75,0,0,0,28.57,0.0,42.0,2024-09-05,627.0,OK,Supplier A,0.0,2022-01-19,2024-12-03,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Wilson Equipment Model-344,Sports,Wilson,49.12,160.96,69.48,3,0,2,1,1,6,34,1277.7,5.0,1670.08,49614.23,1280.537,48333.69,41771.72,3,0,2,1,1,1,1,1739.94,0,0,0,16.67,158.0,32.0,2024-05-23,732.0,OK,Supplier A,4786.5,2022-02-25,2024-12-21,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,IKEA Furniture Model-906,Home,Ikea,219.82,443.74,50.46,2,0,3,1,3,7,49,1107.86,11.43,10771.18,49563.1,5786.8865,43776.21,43513.96,2,0,3,1,3,1,1,564.27,0,0,0,14.29,120.0,38.0,2023-09-16,982.0,OK,Supplier B,2451.4,2022-02-05,2024-11-02,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,L'Oreal Skincare Model-517,Beauty,L'Oreal,23.45,57.84,59.46,1,0,2,3,3,8,42,1215.16,1.88,984.9,47984.37,886.486,47097.88,50051.82,1,0,2,3,3,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-08-12,2024-10-04,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,L'Oreal Skincare Model-507,Beauty,L'Oreal,23.64,58.46,59.56,1,0,2,0,4,6,33,1317.04,6.0,780.12,47388.32,2990.876,44397.44,42682.2,1,0,2,0,4,1,3,816.21,0,0,0,16.67,252.0,22.0,2024-12-08,533.0,OK,Supplier B,8254.9,2022-01-01,2024-12-17,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,L'Oreal Skincare Model-316,Beauty,L'Oreal,38.94,58.9,60.83,1,0,2,0,3,5,37,1331.09,5.0,648.39,47345.23,2663.31,44681.92,15185.01,1,0,2,0,3,1,1,1023.09,1,0,0,20.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-01-03,2024-07-20,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Wilson Equipment Model-809,Sports,Wilson,48.15,163.03,70.47,0,0,3,0,2,5,38,1316.65,1.25,1829.7,47100.95,462.875,46638.08,48203.0,0,0,3,0,2,1,1,1357.59,0,0,0,20.0,253.0,23.0,2024-10-03,599.0,OK,Direct,4926.8,2022-09-11,2024-09-20,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,IKEA Furniture Model-972,Home,Ikea,192.58,405.35,52.49,3,0,1,5,0,8,45,871.86,4.29,8666.1,47030.23,18.1365,47012.09,30567.6,3,0,1,5,0,0,0,0.0,0,0,0,0.0,315.0,30.0,2023-11-29,908.0,OK,Supplier A,6454.0,2022-05-29,2024-12-06,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Various Fiction Model-571,Books,Various,8.5,20.59,58.72,0,0,3,1,2,8,50,937.21,12.14,425.0,46688.25,7776.4375,38911.81,46435.5,0,0,3,1,2,1,3,1421.45,0,0,0,12.5,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-02-10,2024-05-04,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Nike T-Shirts Model-245,Clothing,Nike,13.09,43.75,70.08,2,0,1,1,2,8,35,1377.4,3.75,458.15,46135.36,928.991,45206.37,47750.85,2,0,1,1,2,0,0,0.0,0,0,0,0.0,304.0,35.0,2023-08-06,1023.0,OK,Direct,7330.7,2022-06-21,2024-10-12,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Levi's Jeans Model-691,Clothing,Levi'S,46.01,83.28,44.75,1,0,1,2,2,8,42,1204.41,7.86,1932.42,46062.35,3495.304,42567.05,48652.8,1,0,1,2,2,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-07-13,2024-08-30,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Apple Smartphones Model-660,Electronics,Apple,678.28,1219.21,44.37,2,0,2,1,3,8,50,1141.66,5.63,33914.0,45756.27,5219.904,40536.37,23169.0,2,0,2,1,3,0,0,0.0,0,0,0,0.0,358.0,30.0,2024-05-10,745.0,OK,Direct,6852.1,2022-02-03,2024-09-17,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Various Fiction Model-360,Books,Various,7.17,18.39,61.01,4,0,2,2,4,9,54,1015.41,11.11,387.18,45345.01,6361.022,38983.99,54444.96,4,0,2,2,4,1,3,1448.81,1,0,0,11.11,302.0,38.0,2024-04-24,761.0,OK,Supplier A,4943.9,2022-07-11,2024-12-11,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Nike T-Shirts Model-967,Clothing,Nike,13.76,43.63,68.46,4,0,3,5,0,8,41,1044.0,8.33,564.16,45234.73,1095.674,44139.06,42239.84,4,0,3,5,0,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-12-03,2024-11-12,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Dell Laptops Model-198,Electronics,Dell,706.01,856.47,17.57,1,0,1,3,1,9,53,876.37,4.44,37418.53,44969.69,2568.8615,42400.83,9029.08,1,0,1,3,1,1,2,1265.7,1,0,0,11.11,345.0,36.0,2023-09-22,976.0,OK,Supplier B,5891.0,2022-02-05,2024-07-29,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Wilson Equipment Model-266,Sports,Wilson,51.38,152.8,66.37,1,0,2,3,2,8,52,840.8,5.0,2671.76,44856.56,2046.739,42809.82,41049.84,1,0,2,3,2,0,0,0.0,0,0,0,0.0,435.0,44.0,2023-09-06,992.0,OK,Supplier A,8198.1,2022-03-24,2024-11-28,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Wilson Equipment Model-324,Sports,Wilson,58.28,135.93,57.12,1,0,1,1,2,9,44,1143.07,11.25,2564.32,44597.58,4405.943,40191.64,47730.76,1,0,1,1,2,1,2,1436.39,0,0,0,11.11,112.0,22.0,2024-09-29,603.0,OK,Supplier A,2555.6,2022-03-22,2024-12-20,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Various Beverages Model-932,Food,Various,2.01,8.77,77.08,0,0,2,1,1,7,50,1044.4,5.83,100.5,44579.04,1089.866,43489.17,52119.5,0,0,2,1,1,0,0,0.0,0,0,0,0.0,356.0,30.0,2023-09-03,995.0,OK,Supplier A,5411.2,2022-03-12,2024-04-10,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Wilson Equipment Model-170,Sports,Wilson,48.08,151.48,68.26,2,0,0,3,2,9,59,805.04,7.14,2836.72,44332.53,3352.489,40980.04,44660.64,2,0,0,3,2,1,2,1869.29,0,0,0,11.11,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-09-29,2024-10-29,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Dell Laptops Model-872,Electronics,Dell,521.51,947.64,44.97,4,0,0,0,2,5,38,1192.9,2.5,19817.38,44219.19,1183.364,43035.83,25512.82,4,0,0,0,2,0,0,0.0,0,0,0,0.0,435.0,6.0,2024-07-25,669.0,OK,Supplier B,7200.4,2022-03-28,2023-12-17,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Dell Laptops Model-169,Electronics,Dell,534.62,905.14,40.94,2,0,0,3,1,6,44,1030.39,7.0,23523.28,44016.08,2504.286,41511.79,21813.88,2,0,0,3,1,3,7,3214.2,0,0,0,50.0,150.0,22.0,2024-12-23,518.0,OK,Supplier A,2161.4,2022-02-01,2023-10-28,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Various Beverages Model-535,Food,Various,2.26,8.61,73.75,2,0,3,3,4,11,67,940.03,11.82,151.42,43739.29,6967.711,36771.58,62830.59,2,0,3,3,4,1,1,1436.76,0,0,0,9.09,349.0,46.0,2024-08-17,646.0,OK,Supplier A,4182.8,2022-02-15,2024-04-28,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Various Beverages Model-816,Food,Various,1.66,7.95,79.12,1,0,0,2,0,4,36,1478.98,16.25,59.76,43692.44,8318.4525,35373.99,53183.52,1,0,0,2,0,0,0,0.0,0,0,0,0.0,12.0,35.0,2024-07-28,666.0,REORDER NOW,Supplier B,162.3,2023-05-12,2024-09-10,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Nike T-Shirts Model-932,Clothing,Nike,15.14,40.58,62.69,2,0,1,1,1,4,28,1643.39,8.33,423.92,43680.32,2336.722,41343.6,45591.0,2,0,1,1,1,1,3,411.41,0,0,0,25.0,139.0,5.0,2024-06-05,719.0,OK,Supplier B,1687.9,2023-01-19,2023-12-25,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Various Fiction Model-431,Books,Various,7.12,21.07,66.21,1,0,2,1,1,4,33,1438.43,3.75,234.96,43360.55,2354.13,41006.42,47233.23,1,0,2,1,1,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-04-15,2024-12-08,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,IKEA Furniture Model-774,Home,Ikea,184.59,488.73,62.23,0,0,4,0,2,6,39,1250.49,0.83,7199.01,43302.21,691.6905,42610.52,41570.1,0,0,4,0,2,0,0,0.0,0,0,0,0.0,0.0,17.0,2024-03-24,792.0,OK,Direct,0.0,2022-11-04,2023-12-26,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Levi's Jeans Model-918,Clothing,Levi'S,34.15,81.13,57.91,1,0,1,2,1,5,42,1064.11,7.0,1434.3,43283.4,3975.632,39307.77,43258.32,1,0,1,2,1,0,0,0.0,0,0,0,0.0,391.0,42.0,2023-03-11,1171.0,OK,Supplier A,6367.7,2022-06-18,2024-05-02,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Apple Smartphones Model-630,Electronics,Apple,844.09,1086.47,22.31,1,0,2,1,1,5,40,1088.02,4.0,33763.6,43231.19,1168.877,42062.31,9757.2,1,0,2,1,1,0,0,0.0,0,0,0,0.0,81.0,23.0,2023-07-30,1030.0,OK,Direct,1907.6,2022-03-10,2024-10-07,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Various Beverages Model-609,Food,Various,1.74,8.65,79.88,1,0,1,1,1,7,43,1042.53,6.67,74.82,43162.64,3572.3655,39590.27,44753.97,1,0,1,1,1,0,0,0.0,0,0,0,0.0,192.0,22.0,2023-07-02,1058.0,OK,Supplier B,4362.4,2022-01-27,2024-09-30,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Various Beverages Model-569,Food,Various,1.62,8.19,80.22,2,0,3,2,1,7,44,1020.93,8.33,71.28,42900.77,5465.777,37434.99,44849.64,2,0,3,2,1,0,0,0.0,0,0,0,0.0,5.0,40.0,2024-03-30,786.0,REORDER NOW,Supplier A,86.7,2022-11-26,2024-12-28,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Levi's Jeans Model-871,Clothing,Levi'S,40.52,90.8,55.37,0,0,3,0,3,6,26,1566.43,3.33,1053.52,42829.09,2744.144,40084.95,39673.66,0,0,3,0,3,0,0,0.0,0,0,0,0.0,322.0,5.0,2023-04-07,1144.0,OK,Supplier A,7108.8,2022-01-29,2023-08-26,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,L'Oreal Skincare Model-827,Beauty,L'Oreal,20.05,55.35,63.78,1,0,0,1,3,6,33,1372.77,7.0,661.65,42581.41,3266.028,39315.38,44639.76,1,0,0,1,3,0,0,0.0,0,0,0,0.0,25.0,36.0,2023-11-18,919.0,REORDER NOW,Supplier B,793.2,2022-02-15,2024-12-28,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,IKEA Furniture Model-403,Home,Ikea,215.94,463.67,53.43,1,0,3,0,2,6,41,1176.19,4.17,8853.54,42534.98,1557.341,40977.64,39370.25,1,0,3,0,2,0,0,0.0,0,0,0,0.0,68.0,17.0,2023-08-26,1003.0,OK,Supplier B,1056.5,2022-08-15,2024-05-13,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Various Fiction Model-749,Books,Various,9.07,19.65,53.84,3,0,1,4,1,6,41,1011.68,4.0,371.87,42356.97,1200.366,41156.6,41107.01,3,0,1,4,1,0,0,0.0,0,0,0,0.0,499.0,21.0,2024-08-22,641.0,OK,Supplier B,2933.1,2024-04-20,2024-12-17,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,IKEA Furniture Model-797,Home,Ikea,226.18,442.22,48.85,0,0,2,1,1,6,43,1164.88,10.0,9725.74,42263.63,6121.3425,36142.29,40364.1,0,0,2,1,1,2,5,2154.72,1,0,0,33.33,447.0,10.0,2024-03-13,803.0,OK,Supplier A,9750.8,2022-04-16,2024-11-09,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Various Beverages Model-605,Food,Various,2.06,8.69,76.29,0,0,2,0,0,5,36,1182.89,9.0,74.16,42105.54,5579.482,36526.06,42509.88,0,0,2,0,0,0,0,0.0,0,0,0,0.0,8.0,7.0,2023-08-05,1024.0,OK,Direct,137.3,2023-02-19,2024-10-29,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Various Beverages Model-471,Food,Various,1.67,8.71,80.83,0,0,2,0,0,4,28,1578.01,5.0,46.76,41981.98,771.763,41210.22,44137.52,0,0,2,0,0,1,3,701.19,0,0,0,25.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-03-20,2023-02-21,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Nike T-Shirts Model-889,Clothing,Nike,16.78,40.52,58.59,0,0,1,0,0,3,26,1769.49,6.67,436.28,41856.84,3863.22,37993.62,45570.46,0,0,1,0,0,0,0,0.0,0,0,0,0.0,106.0,23.0,2023-12-25,882.0,OK,Supplier B,3228.9,2022-07-21,2024-09-20,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,L'Oreal Skincare Model-349,Beauty,L'Oreal,21.74,64.21,66.14,1,0,1,2,1,4,28,1615.94,7.5,608.72,41517.73,3358.2505,38159.48,44637.6,1,0,1,2,1,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-05-12,2023-02-27,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Dell Laptops Model-245,Electronics,Dell,580.2,1010.54,42.59,3,0,0,2,4,8,48,825.97,11.43,27849.6,41378.21,2992.641,38385.57,11796.96,3,0,0,2,4,0,0,0.0,0,0,0,0.0,451.0,17.0,2023-05-25,1096.0,OK,Supplier A,8334.1,2022-04-05,2024-09-08,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Various Fiction Model-175,Books,Various,8.48,21.37,60.32,0,0,2,2,0,5,27,1422.08,2.0,228.96,41231.86,667.56,40564.3,38167.2,0,0,2,2,0,0,0,0.0,0,0,0,0.0,112.0,13.0,2023-12-29,878.0,OK,Direct,3185.8,2022-06-20,2024-07-27,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,Various Beverages Model-236,Food,Various,1.96,8.5,76.94,0,0,2,2,1,4,33,1377.7,8.75,64.68,41088.97,4331.8275,36757.14,45399.42,0,0,2,2,1,0,0,0.0,0,0,0,0.0,16.0,12.0,2024-10-09,593.0,OK,Direct,243.4,2022-01-16,2023-06-02,2026-05-25T17:44:39.390524,1.0.0,15
5,Toronto Centre,Toronto,Canada,Flagship,IKEA Furniture Model-849,Home,Ikea,183.33,450.48,59.3,2,0,2,1,2,5,31,1415.26,3.75,5683.23,41045.47,1897.903,39147.57,38189.83,2,0,2,1,2,1,3,640.43,0,0,0,20.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-03-02,2024-11-05,2026-05-25T17:44:39.390524,1.0.0,15
